GroupId,Province,Material Name,month,cur_volume,next_month,next_volume,volume_diff,Churn
ERW_AMBP2020110201,Trat,MOBIL SPECIAL 20W-50 4X4L/CAR,2,7800,7.0,880.0,-6920.0,Yes
ERW_AMBP2020110201,Trat,MOBIL SPECIAL 20W-50 4X4L/CAR,7,880,8.0,4700.0,3820.0,No
ERW_AMBP2020110201,Trat,MOBIL SPECIAL 20W-50 4X4L/CAR,8,4700,9.0,480.0,-4220.0,Yes
ERW_AMBP2020110201,Trat,MOBIL SUPER 2000 10W-40 4X4+1L/CAR,2,7000,3.0,5520.0,-1480.0,Yes
ERW_AMBP2020110201,Trat,MOBIL SUPER 2000 TBS 10W-30 12X1L/CAR,2,162,3.0,588.0,426.0,No
ERW_AMBP2020110201,Trat,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,2,1848,5.0,20104.0,18256.0,Yes
ERW_AMBP2020110201,Trat,MOBILUBE HD 80W-90 4/5 LT,5,5680,7.0,1100.0,-4580.0,Yes
ERW_AMBP2020110201,Trat,MOBILUBE HD 80W-90 4/5 LT,7,1100,11.0,9100.0,8000.0,Yes
ERW_AMBP2020110202,Chachoengsao,M DEL LEGEND CH-4 15W-40 H.D. PAIL 20L:TH,9,7020,12.0,1400.0,-5620.0,Yes
ERW_AMBP2020110203,Trat,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,5,4788,6.0,9632.0,4844.0,No
ERW_AMBP2020110203,Trat,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,6,9632,8.0,112.0,-9520.0,Yes
ERW_AMBP2020110203,Trat,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,8,112,9.0,2492.0,2380.0,No
ERW_AMBP2020110203,Trat,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,9,2492,10.0,10612.0,8120.0,No
ERW_AMBP2020110206,Chachoengsao,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,3,17668,12.0,4900.0,-12768.0,Yes
ERW_AMBP2020110206,Chachoengsao,M SUP AIO Protection 0W-20 4x3.5L/CAR,4,4032,9.0,8820.0,4788.0,No
ERW_AMBP2020110206,Chachoengsao,M SUP EVD Protection 20W-50 4x4+1L/CAR,2,5700,9.0,5080.0,-620.0,Yes
ERW_AMBP2020110206,Chachoengsao,M SUP EVD ProtectionTBS 15W-40 4x7L/CAR,8,2800,9.0,10472.0,7672.0,No
ERW_AMBP2020110206,Chachoengsao,M SUP Frict Fighter TBS 10W-30 12X1L/CAR,8,4824,9.0,4404.0,-420.0,Yes
ERW_AMBP2020110206,Chachoengsao,M SUP Frict Fighter TBS 10W-30 12X1L/CAR,9,4404,12.0,5616.0,1212.0,Yes
ERW_AMBP2020110206,Chachoengsao,M SUP Friction Fighter 10W-40 4x4+1L/CAR,9,6680,12.0,7860.0,1180.0,Yes
ERW_AMBP2020110206,Chachoengsao,MOBIL 1 TBD 5W-40 12/1 LT,1,5400,3.0,1152.0,-4248.0,Yes
ERW_AMBP2020110206,Chachoengsao,MOBIL 1 TBD 5W-40 12X1L/CAR,6,3432,9.0,8560.0,5128.0,Yes
ERW_AMBP2020110206,Chachoengsao,"MOBIL ATF 3309 , 12x1 LT CTN",1,360,5.0,2920.0,2560.0,Yes
ERW_AMBP2020110206,Chachoengsao,"MOBIL ATF 3309 , 12x1 LT CTN",5,2920,12.0,9516.0,6596.0,Yes
ERW_AMBP2020110206,Chachoengsao,MOBIL SUPER 2000 10W-40 (FF-TH) 12X1L:SG,6,3012,8.0,1728.0,-1284.0,Yes
ERW_AMBP2020110206,Chachoengsao,MOBILUBE HD 80W-90 1/18 LT,3,432,8.0,8964.0,8532.0,Yes
ERW_AMBP2020110206,Chachoengsao,MOBILUBE HD 80W-90 1/18 LT,8,8964,9.0,1998.0,-6966.0,Yes
ERW_AMBP2020110206,Chachoengsao,MOBILUBE HD 80W-90 4/5 LT,6,5960,9.0,28.0,-5932.0,Yes
ERW_AMBP2020110206,Chachoengsao,MOBILUBE HD 85W-140 1/18 LT,3,6260,8.0,5814.0,-446.0,Yes
ERW_AMBP2020110206,Chachoengsao,MOBILUBE HD 85W-140 1/18 LT,8,5814,9.0,3744.0,-2070.0,Yes
ERW_AMBP2020110206,Chachoengsao,MOBILUBE HD 85W-140 4/5 LT,6,1420,9.0,224.0,-1196.0,Yes
ERW_AMBP2020110207,Chachoengsao,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,11,13580,12.0,10360.0,-3220.0,Yes
ERW_AMBP2020110207,Chachoengsao,"M DEL LEGEND CH-4 15W-40 H.D.,1X12L CTN",5,500,7.0,80.0,-420.0,Yes
ERW_AMBP2020110207,Chachoengsao,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,3,3472,6.0,11704.0,8232.0,Yes
ERW_AMBP2020110207,Chachoengsao,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,6,11704,9.0,19628.0,7924.0,No
ERW_AMBP2020110207,Chachoengsao,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,9,19628,12.0,7364.0,-12264.0,Yes
ERW_AMBP2020110207,Chachoengsao,M DEL MODERN 15W-40 S DEFENS 12X1L/CAR,5,8600,7.0,12700.0,4100.0,No
ERW_AMBP2020110207,Chachoengsao,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,5,7640,9.0,2420.0,-5220.0,Yes
ERW_AMBP2020110207,Chachoengsao,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,9,2420,12.0,1440.0,-980.0,Yes
ERW_AMBP2020110207,Chachoengsao,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,5,5684,6.0,7420.0,1736.0,No
ERW_AMBP2020110207,Chachoengsao,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,6,7420,8.0,11088.0,3668.0,No
ERW_AMBP2020110207,Chachoengsao,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,8,11088,9.0,1596.0,-9492.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP AIO PROTECTION TBS 5W-30 12X1L/CAR,3,8532,5.0,9020.0,488.0,No
ERW_AMBP2020110207,Chachoengsao,M SUP AIO PROTECTION TBS 5W-30 12X1L/CAR,5,9020,9.0,11472.0,2452.0,No
ERW_AMBP2020110207,Chachoengsao,M SUP AIO PROTECTION TBS 5W-30 12X1L/CAR,9,11472,12.0,720.0,-10752.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,4,3724,9.0,11452.0,7728.0,No
ERW_AMBP2020110207,Chachoengsao,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,9,11452,12.0,10304.0,-1148.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP AIO Protection 0W-20 4x3.5L/CAR,2,5348,3.0,10864.0,5516.0,No
ERW_AMBP2020110207,Chachoengsao,M SUP AIO Protection 5W-30 4x4/CAR,3,2040,6.0,1900.0,-140.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP EVD Protection 20W-50 4x4+1L/CAR,5,1160,12.0,9620.0,8460.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP Frict Fighter TBS 10W-30 12X1L/CAR,3,580,6.0,4480.0,3900.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP Frict Fighter TBS 10W-30 12X1L/CAR,6,4480,7.0,1860.0,-2620.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP Frict Fighter TBS 10W-30 12X1L/CAR,7,1860,9.0,9940.0,8080.0,No
ERW_AMBP2020110207,Chachoengsao,M SUP Frict Fighter TBS 10W-30 12X1L/CAR,9,9940,11.0,1440.0,-8500.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP Frict Fighter TBS 10W-30 12X1L/CAR,11,1440,12.0,4176.0,2736.0,No
ERW_AMBP2020110207,Chachoengsao,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,6,9548,7.0,10388.0,840.0,No
ERW_AMBP2020110207,Chachoengsao,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,7,10388,9.0,11676.0,1288.0,No
ERW_AMBP2020110207,Chachoengsao,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,9,11676,11.0,7644.0,-4032.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,11,7644,12.0,5768.0,-1876.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP Friction Fighter 10W-40 4x4+1L/CAR,6,9100,7.0,6120.0,-2980.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP Friction Fighter 10W-40 4x4+1L/CAR,7,6120,9.0,16680.0,10560.0,No
ERW_AMBP2020110207,Chachoengsao,M SUP Friction Fighter 10W-40 4x4+1L/CAR,9,16680,11.0,5200.0,-11480.0,Yes
ERW_AMBP2020110207,Chachoengsao,M SUP Friction Fighter 10W-40 4x4+1L/CAR,11,5200,12.0,13944.0,8744.0,No
ERW_AMBP2020110207,Chachoengsao,M-COOLANT EX RM -24 AP C2 12X1L,4,760,9.0,9760.0,9000.0,Yes
ERW_AMBP2020110207,Chachoengsao,"M1 FS X2 5W-50 (SP) V2 CTN, 4X4L CTN",5,3744,9.0,3668.0,-76.0,Yes
ERW_AMBP2020110207,Chachoengsao,"M1 FS X2 5W-50 (SP) V2 CTN, 4X4L CTN",9,3668,12.0,7336.0,3668.0,Yes
ERW_AMBP2020110207,Chachoengsao,M1 FS X2 5W-50 CTN 12X1L (EN/TH):SG,7,144,9.0,3804.0,3660.0,No
ERW_AMBP2020110207,Chachoengsao,MOBIL 1 0W-40 (SP) SG 12X1L/CAR,5,8280,7.0,6120.0,-2160.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL 1 5W-30 CTN 12X1L (GF-6) V2:SG,5,5540,12.0,540.0,-5000.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL 1 TBD 5W-40 12X1L/CAR,4,5880,5.0,576.0,-5304.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL 1 TBD 5W-40 12X1L/CAR,5,576,6.0,3680.0,3104.0,No
ERW_AMBP2020110207,Chachoengsao,MOBIL 1 TBD 5W-40 12X1L/CAR,6,3680,7.0,4040.0,360.0,No
ERW_AMBP2020110207,Chachoengsao,MOBIL 1 TBD 5W-40 12X1L/CAR,7,4040,12.0,4380.0,340.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL ATF 220 SYN TECH 12X1L/CAR,6,2720,9.0,6060.0,3340.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL ATF 220 SYN TECH 12X1L/CAR,9,6060,12.0,9260.0,3200.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL ATF 220 SYN TECH 20L/PAIL,2,1700,3.0,1680.0,-20.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL ATF 220 SYN TECH 20L/PAIL,3,1680,4.0,3240.0,1560.0,No
ERW_AMBP2020110207,Chachoengsao,MOBIL ATF 220 SYN TECH 20L/PAIL,4,3240,5.0,3900.0,660.0,No
ERW_AMBP2020110207,Chachoengsao,MOBIL ATF 220 SYN TECH 20L/PAIL,5,3900,6.0,860.0,-3040.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL ATF 220 SYN TECH 4X5L/CAR,6,3100,7.0,16060.0,12960.0,No
ERW_AMBP2020110207,Chachoengsao,MOBIL ATF 220 SYN TECH 4X5L/CAR,7,16060,9.0,10500.0,-5560.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL ATF 220 SYN TECH 4X5L/CAR,9,10500,12.0,8640.0,-1860.0,Yes
ERW_AMBP2020110207,Chachoengsao,"MOBIL ATF 3309 , 12x1 LT CTN",2,6244,3.0,8892.0,2648.0,No
ERW_AMBP2020110207,Chachoengsao,"MOBIL ATF 3309 , 12x1 LT CTN",3,8892,7.0,8100.0,-792.0,Yes
ERW_AMBP2020110207,Chachoengsao,"MOBIL ATF 3309 , 12x1 LT CTN",7,8100,9.0,14600.0,6500.0,No
ERW_AMBP2020110207,Chachoengsao,MOBIL HYDRAULIC 10W 1/18 LT,1,3330,2.0,7434.0,4104.0,No
ERW_AMBP2020110207,Chachoengsao,MOBIL HYDRAULIC 10W 1/18 LT,2,7434,11.0,4086.0,-3348.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL SUPER 2000 10W-40 (FF-TH) 12X1L:SG,9,8240,11.0,6100.0,-2140.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL SUPER 2000 10W-40 (FF-TH) 12X1L:SG,11,6100,12.0,3492.0,-2608.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL SUPER 2000 10W-40 4X4+1L/CAR,1,9620,2.0,5820.0,-3800.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,5,1680,6.0,476.0,-1204.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBIL SUPER 3000 5W-30 (AIO) 12X1L/CAR,9,2352,12.0,264.0,-2088.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBILUBE GX 80W-90 1/18 LT,1,6444,2.0,8406.0,1962.0,No
ERW_AMBP2020110207,Chachoengsao,MOBILUBE GX 80W-90 1/18 LT,2,8406,5.0,540.0,-7866.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBILUBE GX 80W-90 1/18 LT,5,540,7.0,5076.0,4536.0,No
ERW_AMBP2020110207,Chachoengsao,MOBILUBE GX 80W-90 1/18 LT,7,5076,9.0,25398.0,20322.0,No
ERW_AMBP2020110207,Chachoengsao,MOBILUBE GX 80W-90 1/18 LT,9,25398,12.0,3060.0,-22338.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBILUBE HD 80W-90 1/18 LT,1,7614,10.0,16524.0,8910.0,No
ERW_AMBP2020110207,Chachoengsao,MOBILUBE HD 80W-90 4/5 LT,1,4260,6.0,4780.0,520.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBILUBE HD 80W-90 4/5 LT,6,4780,12.0,11564.0,6784.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBILUBE HD 85W-140 1/18 LT,1,2880,2.0,8360.0,5480.0,No
ERW_AMBP2020110207,Chachoengsao,MOBILUBE HD 85W-140 1/18 LT,2,8360,12.0,1422.0,-6938.0,Yes
ERW_AMBP2020110207,Chachoengsao,MOBILUBE HD 85W-140 4/5 LT,1,3600,12.0,11760.0,8160.0,Yes
ERW_AMBP2020110210,Sa Kaeo,M DEL LEGEND CH-4 15W-40 H.D. CTN4X7L:TH,11,8176,12.0,5628.0,-2548.0,Yes
ERW_AMBP2020110210,Sa Kaeo,M DEL LEGEND CH-4 15W-40 H.D. PAIL 20L:TH,6,6120,7.0,11004.0,4884.0,No
ERW_AMBP2020110210,Sa Kaeo,M DEL LEGEND CH-4 15W-40 H.D. PAIL 20L:TH,7,11004,11.0,2180.0,-8824.0,Yes
ERW_AMBP2020110210,Sa Kaeo,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,7,8316,9.0,728.0,-7588.0,Yes
ERW_AMBP2020110210,Sa Kaeo,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,9,728,11.0,780.0,52.0,No
ERW_AMBP2020110210,Sa Kaeo,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,11,780,12.0,6320.0,5540.0,No
ERW_AMBP2020110210,Sa Kaeo,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,2,16492,3.0,1288.0,-15204.0,Yes
ERW_AMBP2020110210,Sa Kaeo,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,3,1288,4.0,4228.0,2940.0,No
ERW_AMBP2020110210,Sa Kaeo,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,4,4228,5.0,11592.0,7364.0,No
ERW_AMBP2020110210,Sa Kaeo,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,5,11592,7.0,1624.0,-9968.0,Yes
ERW_AMBP2020110210,Sa Kaeo,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,7,1624,8.0,10612.0,8988.0,No
ERW_AMBP2020110210,Sa Kaeo,MOBIL DELVAC MX 15W-40 18L/PAIL,2,11592,4.0,10920.0,-672.0,Yes
ERW_AMBP2020110210,Sa Kaeo,MOBIL GEO 15W-40 18L/PAIL,6,340,8.0,4176.0,3836.0,No
ERW_AMBP2020110210,Sa Kaeo,MOBIL GEO 15W-40 18L/PAIL,8,4176,12.0,8136.0,3960.0,Yes
ERW_AMBP2020110210,Sa Kaeo,MOBILUBE HD 80W-90 1/18 LT,7,5460,9.0,8876.0,3416.0,No
ERW_AMBP2020110210,Sa Kaeo,MOBILUBE HD 80W-90 1/18 LT,9,8876,12.0,1908.0,-6968.0,Yes
ERW_AMBP2020110210,Sa Kaeo,MOBILUBE HD 85W-140 1/18 LT,6,5348,8.0,3780.0,-1568.0,Yes
ERW_AMBP2020110210,Sa Kaeo,MOBILUBE HD 85W-140 1/18 LT,8,3780,9.0,3752.0,-28.0,Yes
ERW_AMBP2020110210,Sa Kaeo,MOBILUBE HD 85W-140 1/18 LT,9,3752,11.0,6876.0,3124.0,No
ERW_AMBP2020110217,Nakhon Ratchasima,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,4,8148,6.0,1512.0,-6636.0,Yes
ERW_AMBP2020110217,Nakhon Ratchasima,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,6,1512,7.0,8652.0,7140.0,No
ERW_AMBP2020110217,Nakhon Ratchasima,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,7,8652,8.0,1036.0,-7616.0,Yes
ERW_AMBP2020110217,Nakhon Ratchasima,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,8,1036,10.0,5656.0,4620.0,No
ERW_AMBP2020110217,Nakhon Ratchasima,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,10,5656,11.0,11284.0,5628.0,No
ERW_AMBP2020110217,Nakhon Ratchasima,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,8,8580,9.0,1040.0,-7540.0,Yes
ERW_AMBP2020110217,Nakhon Ratchasima,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,9,1040,10.0,2960.0,1920.0,No
ERW_AMBP2020110217,Nakhon Ratchasima,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,10,2960,11.0,10300.0,7340.0,No
ERW_AMBP2020110217,Nakhon Ratchasima,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,11,10300,12.0,9760.0,-540.0,Yes
ERW_AMBP2020110217,Nakhon Ratchasima,MOBIL DELVAC MX 15W-40 18L/PAIL,4,5620,6.0,4624.0,-996.0,Yes
ERW_AMBP2020110217,Nakhon Ratchasima,MOBILUBE HD 80W-90 1/18 LT,10,7720,12.0,7480.0,-240.0,Yes
ERW_AMBP2020110217,Nakhon Ratchasima,MOBILUBE HD 80W-90 4/5 LT,10,8860,12.0,7760.0,-1100.0,Yes
ERW_AMBP2020110217,Nakhon Ratchasima,MOBILUBE HD 85W-140 1/18 LT,10,8320,12.0,9920.0,1600.0,No
ERW_AMBP2020110217,Nakhon Ratchasima,MOBILUBE HD 85W-140 4/5 LT,10,3520,12.0,4700.0,1180.0,No
ERW_AMBP2020110218,Nakhon Ratchasima,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,7,11844,12.0,8232.0,-3612.0,Yes
ERW_AMBP2020110219,Nakhon Ratchasima,M DEL MOD 15W-40 S DEFENSE CTN 4X7L: TH,8,12096,10.0,13132.0,1036.0,No
ERW_AMBP2020110219,Nakhon Ratchasima,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,10,11060,12.0,12628.0,1568.0,No
ERW_AMBP2020110228,Surin,MOBIL SUPER 2000 10W-40 4X4+1L/CAR,4,7260,5.0,8040.0,780.0,No
ERW_AMBP2020110236,Nong Bua Lam Phu,MOBIL DELVAC MX 15W-40 18L/PAIL,3,5300,6.0,9606.0,4306.0,No
ERW_AMBP2020110257,Udon Thani,"MOBIL 1 0W-40 (SN), 4x4LT CTN",2,3696,7.0,512.0,-3184.0,Yes
ERW_AMBP2020110257,Udon Thani,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,2,420,3.0,672.0,252.0,No
ERW_AMBP2020110259,Udon Thani,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,7,868,8.0,392.0,-476.0,Yes
ERW_AMBP2020110259,Udon Thani,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,8,392,10.0,13664.0,13272.0,No
ERW_AMBP2020110259,Udon Thani,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,10,13664,11.0,4984.0,-8680.0,Yes
ERW_AMBP2020110259,Udon Thani,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,11,4984,12.0,616.0,-4368.0,Yes
ERW_AMBP2020110259,Udon Thani,M SUP Friction Fighter 10W-40 4x4+1L/CAR,7,6660,10.0,4420.0,-2240.0,Yes
ERW_AMBP2020110259,Udon Thani,M SUP Friction Fighter 10W-40 4x4+1L/CAR,10,4420,11.0,6240.0,1820.0,No
ERW_AMBP2020110259,Udon Thani,M SUP Friction Fighter 10W-40 4x4+1L/CAR,11,6240,12.0,7460.0,1220.0,No
ERW_AMBP2020110259,Udon Thani,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,1,7140,2.0,8484.0,1344.0,No
ERW_AMBP2020110259,Udon Thani,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,2,8484,3.0,1064.0,-7420.0,Yes
ERW_AMBP2020110275,Sakon Nakhon,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,2,196,3.0,12348.0,12152.0,No
ERW_AMBP2020110275,Sakon Nakhon,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,3,12348,6.0,2072.0,-10276.0,Yes
ERW_AMBP2020110275,Sakon Nakhon,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,6,2492,10.0,7364.0,4872.0,Yes
ERW_AMBP2020110282,Chon Buri,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,1,11760,5.0,84.0,-11676.0,Yes
ERW_AMBP2020110282,Chon Buri,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,7,12796,10.0,13888.0,1092.0,No
ERW_AMBP2020110282,Chon Buri,M SUP Friction Fighter 10W-40 4x4+1L/CAR,7,5100,10.0,8740.0,3640.0,Yes
ERW_AMBP2020110282,Chon Buri,M SUP Friction Fighter 10W-40 4x4+1L/CAR,10,8740,12.0,2320.0,-6420.0,Yes
ERW_AMBP2020110282,Chon Buri,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,1,7980,5.0,12488.0,4508.0,No
ERW_AMBP2020110288,Bangkok,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,4,31332,5.0,6692.0,-24640.0,Yes
ERW_AMBP2020110288,Bangkok,M SUP Friction Fighter 10W-40 4x4+1L/CAR,4,4100,5.0,7800.0,3700.0,No
ERW_AMBP2020110288,Bangkok,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,1,6160,2.0,4956.0,-1204.0,Yes
ERW_AMBP2020110291,Nakhon Ratchasima,M DEL LEGEND CH-4 15W-40 HD. 12X1L/CAR,3,7040,12.0,5274.0,-1766.0,Yes
ERW_AMBP2020110291,Nakhon Ratchasima,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,2,13720,3.0,10080.0,-3640.0,Yes
ERW_AMBP2020110291,Nakhon Ratchasima,M DELVAC SUPER 1400 15W-40 CTN 4X6+1L:TH,3,10080,7.0,12880.0,2800.0,No
ERW_AMBP2020110291,Nakhon Ratchasima,"M1 FS X2 5W-50 (SP) V2 CTN, 4X4L CTN",7,2220,12.0,16260.0,14040.0,Yes
ERW_AMBP2020110298,Bangkok,M DEL LEGEND CH-4 15W-40 HD. 12X1L/CAR,6,2928,8.0,1860.0,-1068.0,Yes
ERW_AMBP2020110298,Bangkok,M DEL LEGEND CH-4 15W-40 HD. 12X1L/CAR,8,1860,11.0,1456.0,-404.0,Yes
ERW_AMBP2020110298,Bangkok,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,4,9464,8.0,812.0,-8652.0,Yes
ERW_AMBP2020110298,Bangkok,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,8,812,10.0,11872.0,11060.0,No
ERW_AMBP2020110298,Bangkok,M SUP AIO Protection 5W-40 4x4+1L/CAR,6,8560,8.0,1340.0,-7220.0,Yes
ERW_AMBP2020110298,Bangkok,M SUP AIO Protection 5W-40 4x4+1L/CAR,8,1340,10.0,5800.0,4460.0,No
ERW_AMBP2020110298,Bangkok,M SUP Frict Fighter TBS 10W-30 4x7L/CAR,6,5600,8.0,10136.0,4536.0,No
ERW_AMBP2020110298,Bangkok,M SUP Friction Fighter 10W-40 4x4+1L/CAR,4,3860,8.0,5520.0,1660.0,Yes
ERW_AMBP2020110299,Lop Buri,M-BRAKE FLUID DOT4 12X1L,1,1140,11.0,132.0,-1008.0,Yes
ERW_AMBP2020110299,Lop Buri,"MOBIL ATF 3309 , 12x1 LT CTN",1,1548,3.0,792.0,-756.0,Yes
ERW_AMBP2020110299,Lop Buri,"MOBIL ATF 3309 , 12x1 LT CTN",3,792,5.0,3264.0,2472.0,No
ERW_AMBP2020110303,Lop Buri,M DEL LEG 20W-50 STD DEFENSE PAIL20L :TH,3,7100,4.0,2828.0,-4272.0,Yes
ERW_AMBP2020110303,Lop Buri,M DEL LEG 20W-50 STD DEFENSE PAIL20L :TH,4,2828,10.0,140.0,-2688.0,Yes
ERW_AMBP2020110312,Nakhon Ratchasima,M DEL MODERN 15W-40 S DEFENS 20L/PAIL,11,4600,12.0,1660.0,-2940.0,Yes
ERW_AMBP2020110336,Nonthaburi,M SUP Friction Fighter 10W-40 4x4+1L/CAR,6,7740,12.0,6600.0,-1140.0,Yes
ERW_AMBP2020110336,Nonthaburi,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,1,10416,2.0,8316.0,-2100.0,Yes
ERW_AMBP2020110336,Nonthaburi,MOBIL SUPER 2000 TBS 10W-30 4X7L/CAR,2,8316,6.0,7560.0,-756.0,Yes
ERW_AMBP2020110340,Phetchaburi,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,1,4732,4.0,12992.0,8260.0,No
ERW_AMBP2020110340,Phetchaburi,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,4,12992,5.0,5600.0,-7392.0,Yes
ERW_AMBP2020110340,Phetchaburi,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,5,5600,8.0,8456.0,2856.0,Yes
ERW_AMBP2020110340,Phetchaburi,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,8,8456,10.0,4536.0,-3920.0,Yes
ERW_AMBP2020110340,Phetchaburi,M SUP AIO Protection 5W-40 4x4+1L/CAR,4,2460,8.0,3980.0,1520.0,Yes
ERW_AMBP2020110348,Bangkok,M SUP AIO PROTECTION TBS 5W-30 4X7L/CAR,1,7336,7.0,9380.0,2044.0,No
ERW_AMBP2020110348,Bangkok,M SUP AIO Protection 5W-40 4x4+1L/CAR,7,8660,11.0,6640.0,-2020.0,Yes
ERW_AMBP2020110348,Bangkok,MOBIL ATF 220 SYN TECH 12X1L/CAR,1,4320,11.0,3084.0,-1236.0,Yes
ERW_AMBP2020110348,Bangkok,MOBIL ATF 220 SYN TECH 4X5L/CAR,2,240,7.0,3300.0,3060.0,Yes
ERW_AMBP2020110348,Bangkok,MOBIL SUPER 3000 5W-40 CTN 4X4+1L:TH,1,1760,2.0,9740.0,7980.0,No
