Invoicedate,Distributor,GroupId,Type,Province,MatNo,Material Name,New_Volume(L),Points,quarter,Churn,Region
2023-06-02,A,ERW_AJ0E2020120005,Reseller,Chanthaburi,140043,"MOBIL ATF 3309 , 12x1 LT CTN",4164,1,2,No,Eastern
2023-07-07,A,ERW_AMBP2020110079,Retails,Bangkok,140043,"MOBIL ATF 3309 , 12x1 LT CTN",5040,1,3,Yes,Central
2023-07-13,A,ERW_AMBP2020110129,Retails,Ang Thong,140043,"MOBIL ATF 3309 , 12x1 LT CTN",2964,1,3,No,Central
2023-04-20,A,ERW_AMBP2020110131,Reseller,Lop Buri,140043,"MOBIL ATF 3309 , 12x1 LT CTN",4152,1,2,No,Central
2023-05-25,A,ERW_AMBP2020110299,Retails,Lop Buri,140043,"MOBIL ATF 3309 , 12x1 LT CTN",3264,1,2,No,Central
2023-03-27,A,ERW_AMBP2020110380,Retails,Bangkok,140043,"MOBIL ATF 3309 , 12x1 LT CTN",4428,1,1,Yes,Central
2023-11-10,A,ERW_AMBP2020110380,Retails,Bangkok,140043,"MOBIL ATF 3309 , 12x1 LT CTN",3492,1,4,Yes,Central
2023-03-29,A,ERW_AMBP2020110414,Retails,Chon Buri,140043,"MOBIL ATF 3309 , 12x1 LT CTN",528,1,1,Yes,Eastern
2023-09-25,A,ERW_AMBP2020110434,Retails,Nonthaburi,140043,"MOBIL ATF 3309 , 12x1 LT CTN",4452,1,3,Yes,Central
2023-09-18,A,ERW_AMBP2020110762,Retails,Samut Prakan,140043,"MOBIL ATF 3309 , 12x1 LT CTN",5412,1,3,Yes,Central
2023-04-20,A,ERW_AMBP2020110762,Retails,Samut Prakan,140043,"MOBIL ATF 3309 , 12x1 LT CTN",3324,1,2,Yes,Central
2023-06-13,A,ERW_AMBP2020110762,Retails,Samut Prakan,140043,"MOBIL ATF 3309 , 12x1 LT CTN",2232,1,2,Yes,Central
2023-12-14,A,ERW_AUOF2022100001,Retails,Bangkok,140043,"MOBIL ATF 3309 , 12x1 LT CTN",756,1,4,No,Central
2023-01-20,A,ERW_AMBP2020110082,Retails,Bangkok,140043,"MOBIL ATF 3309 , 12x1 LT CTN",4540,1,1,Yes,Central
2023-01-09,A,ERW_AMBP2020110030,Retails,Bangkok,140043,"MOBIL ATF 3309 , 12x1 LT CTN",7686,1,1,Yes,Central
2023-01-24,A,ERW_AMBP2020110206,Reseller,Chachoengsao,140043,"MOBIL ATF 3309 , 12x1 LT CTN",360,1,1,No,Eastern
2023-01-18,A,ERW_AMBP2020110030,Retails,Bangkok,140043,"MOBIL ATF 3309 , 12x1 LT CTN",5460,1,1,Yes,Central
2023-01-09,A,ERW_AMBP2020110101,Retails,Nonthaburi,140043,"MOBIL ATF 3309 , 12x1 LT CTN",1888,1,1,Yes,Central
2023-01-10,A,ERW_AMBP2020110131,Reseller,Lop Buri,140043,"MOBIL ATF 3309 , 12x1 LT CTN",936,1,1,No,Central
2023-01-25,A,ERW_AMBP2020110299,Retails,Lop Buri,140043,"MOBIL ATF 3309 , 12x1 LT CTN",1548,1,1,No,Central
2023-01-17,A,ERW_AMBP2020110348,Retails,Bangkok,140043,"MOBIL ATF 3309 , 12x1 LT CTN",1584,1,1,Yes,Central
2023-04-05,C,ERW_C08P2020090119,Reseller,Uttaradit,140043,"MOBIL ATF 3309 , 12x1 LT CTN",7792,1,2,No,Northern
2023-01-12,C,ERW_C08P2020090119,Reseller,Uttaradit,140043,"MOBIL ATF 3309 , 12x1 LT CTN",270,1,1,No,Northern
2023-11-01,C,ERW_C08P2020090052,Reseller,Nakhon Sawan,140043,"MOBIL ATF 3309 , 12x1 LT CTN",3528,1,4,No,Central
2023-03-14,C,ERW_C08P2020090022,Retails,Kamphaeng Phet,140043,"MOBIL ATF 3309 , 12x1 LT CTN",5904,1,1,Yes,Central
2023-05-11,C,ERW_C08P2020090046,Retails,Nakhon Sawan,140043,"MOBIL ATF 3309 , 12x1 LT CTN",1644,1,2,Yes,Central
2023-08-30,C,ERW_C08P2020090046,Retails,Nakhon Sawan,140043,"MOBIL ATF 3309 , 12x1 LT CTN",984,1,3,Yes,Central
2023-03-30,C,ERW_C08P2020090046,Retails,Nakhon Sawan,140043,"MOBIL ATF 3309 , 12x1 LT CTN",2796,1,1,Yes,Central
2023-03-11,C,ERW_C08P2020090056,Retails,Nakhon Sawan,140043,"MOBIL ATF 3309 , 12x1 LT CTN",1488,1,1,Yes,Central
2023-02-22,C,ERW_C08P2020090068,Retails,Phitsanulok,140043,"MOBIL ATF 3309 , 12x1 LT CTN",3876,1,1,Yes,Central
2023-07-13,C,ERW_C08P2020090113,Reseller,Sukhothai,140043,"MOBIL ATF 3309 , 12x1 LT CTN",3816,1,3,Yes,Central
2023-10-28,C,ERW_C08P2020090139,Retails,Chiang Mai,140043,"MOBIL ATF 3309 , 12x1 LT CTN",1848,1,4,No,Northern
2023-06-29,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140043,"MOBIL ATF 3309 , 12x1 LT CTN",3228,1,2,Yes,Central
2023-01-27,C,ERW_C08P2020090127,Reseller,Phrae,140043,"MOBIL ATF 3309 , 12x1 LT CTN",4212,1,1,Yes,Northern
2023-08-14,C,ERW_C08P2020090127,Reseller,Phrae,140043,"MOBIL ATF 3309 , 12x1 LT CTN",72,1,3,Yes,Northern
2023-11-30,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,6520,4,4,No,Central
2023-08-17,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,6390,4,3,No,Central
2023-03-30,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,2940,4,1,Yes,Central
2023-08-11,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,5412,4,3,Yes,Central
2023-05-18,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,4608,4,2,Yes,Central
2023-04-08,B,ERW_BM2U2020110122,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,6000,4,2,Yes,Central
2023-01-18,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,1908,4,1,No,Central
2023-05-26,B,ERW_BXG52021040276,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,2064,4,2,Yes,Central
2023-12-13,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,2196,4,4,Yes,Central
2023-02-09,B,ERW_B5CM2020120008,Retails,Samut Sakhon,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,492,4,1,Yes,Central
2023-01-20,B,ERW_BM2U2020110040,Retails,Chainat,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,780,4,1,Yes,Central
2023-07-13,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,2136,4,3,Yes,Central
2023-10-26,B,ERW_BM2U2020110004,Retails,Samut Sakhon,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,2052,4,4,No,Central
2023-05-10,B,ERW_BM2U2020110014,Reseller,Suphan Buri,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,3264,4,2,Yes,Central
2023-06-06,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,1608,4,2,Yes,Central
2023-09-07,B,ERW_BM2U2020110049,Retails,Kanchanaburi,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,204,4,3,Yes,Western
2023-09-16,B,ERW_BM2U2020110073,Retails,Bangkok,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,3516,4,3,Yes,Central
2023-07-11,B,ERW_BM2U2020110075,Retails,Bangkok,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,2256,4,3,Yes,Central
2023-07-20,B,ERW_BM2U2020110077,Retails,Samut Sakhon,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,3636,4,3,Yes,Central
2023-05-31,B,ERW_BM2U2020110126,Retails,Samut Sakhon,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,1104,4,2,Yes,Central
2023-05-04,B,ERW_BM2U2020110142,Reseller,Suphan Buri,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,120,4,2,Yes,Central
2023-12-04,B,ERW_BM2U2020110173,Retails,Suphan Buri,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,1680,4,4,No,Central
2023-04-19,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,4896,4,2,No,Central
2023-04-25,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,2652,4,2,No,Central
2023-03-16,D,ERW_DBG72020110005,Retails,Nakhon Si Thammarat,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,5484,4,1,Yes,Southern
2023-05-18,D,ERW_DBG72020110038,Reseller,Phuket,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,2220,4,2,No,Southern
2023-02-17,D,ERW_DBG72020110038,Reseller,Phuket,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,1416,4,1,No,Southern
2023-04-06,D,ERW_DLD72021010008,Retails,Phangnga,140360,MOBIL SUPER 3000 5W30 CTN 12X1L:KR,4548,4,2,Yes,Southern
2023-11-14,A,ERW_AMBP2020110112,Retails,Pathum Thani,140363,MOBIL SUPER 3000 5W-30 208L/DR,7888,4,4,No,Central
2023-01-23,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140417,MOBIL 1 TBD 5W-40 12/1 LT,1332,10,1,Yes,Central
2023-06-01,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140417,MOBIL 1 TBD 5W-40 12/1 LT,810,10,2,Yes,Central
2023-03-11,C,ERW_C08P2020090135,Retails,Lampang,140417,MOBIL 1 TBD 5W-40 12/1 LT,281,10,1,Yes,Northern
2023-07-18,C,ERW_C08P2020090145,Retails,Chiang Mai,140417,MOBIL 1 TBD 5W-40 12/1 LT,354,10,3,Yes,Northern
2023-02-17,A,ERW_AMBP2020110030,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,8100,10,1,Yes,Central
2023-02-21,A,ERW_AMBP2020110030,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,8442,10,1,Yes,Central
2023-02-20,A,ERW_AMBP2020110030,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,6840,10,1,Yes,Central
2023-02-13,A,ERW_ADG22021040106,Retails,Samut Prakan,140417,MOBIL 1 TBD 5W-40 12/1 LT,180,10,1,Yes,Central
2023-02-20,A,ERW_AMBP2020110085,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,4068,10,1,Yes,Central
2023-02-09,A,ERW_AMBP2020110201,Reseller,Trat,140417,MOBIL 1 TBD 5W-40 12/1 LT,3480,10,1,Yes,Eastern
2023-02-25,D,ERW_DBG72020110021,Retails,Phatthalung,140417,MOBIL 1 TBD 5W-40 12/1 LT,4056,10,1,Yes,Southern
2023-01-27,D,ERW_DBG72020110038,Reseller,Phuket,140417,MOBIL 1 TBD 5W-40 12/1 LT,1236,10,1,Yes,Southern
2023-03-15,A,ERW_AMBP2020110082,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,1180,10,1,Yes,Central
2023-02-24,A,ERW_AMBP2020110030,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,660,10,1,Yes,Central
2023-03-21,A,ERW_AMBP2020110131,Reseller,Lop Buri,140417,MOBIL 1 TBD 5W-40 12/1 LT,4428,10,1,Yes,Central
2023-03-08,A,ERW_AMBP2020110206,Reseller,Chachoengsao,140417,MOBIL 1 TBD 5W-40 12/1 LT,1152,10,1,Yes,Eastern
2023-03-10,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,140417,MOBIL 1 TBD 5W-40 12/1 LT,4620,10,1,Yes,Northeastern
2023-03-29,A,ERW_AMBP2020110414,Retails,Chon Buri,140417,MOBIL 1 TBD 5W-40 12/1 LT,4128,10,1,Yes,Eastern
2023-02-24,A,ERW_AMBP2020110605,Retails,Chaiyaphum,140417,MOBIL 1 TBD 5W-40 12/1 LT,216,10,1,Yes,Northeastern
2023-01-25,A,ERW_AMBP2020110082,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,4840,10,1,Yes,Central
2023-01-18,A,ERW_AMBP2020110030,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,180,10,1,Yes,Central
2023-01-09,A,ERW_AMBP2020110030,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,3192,10,1,Yes,Central
2023-01-05,A,ERW_AMBP2020110079,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,300,10,1,Yes,Central
2023-01-24,A,ERW_AMBP2020110156,Retails,Chon Buri,140417,MOBIL 1 TBD 5W-40 12/1 LT,48,10,1,Yes,Eastern
2023-01-18,A,ERW_AMBP2020110206,Reseller,Chachoengsao,140417,MOBIL 1 TBD 5W-40 12/1 LT,5400,10,1,Yes,Eastern
2023-01-26,A,ERW_AU5N2022030006,Retails,Bangkok,140417,MOBIL 1 TBD 5W-40 12/1 LT,2616,10,1,Yes,Central
2023-01-16,A,ERW_AUTN2021110008,Retails,Nakhon Ratchasima,140417,MOBIL 1 TBD 5W-40 12/1 LT,4824,10,1,Yes,Northeastern
2023-01-10,B,ERW_BM2U2020110133,Retails,Ratchaburi,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,7088,10,1,Yes,Western
2023-01-30,B,ERW_BBH22023020002,Retails,Ratchaburi,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,1236,10,1,Yes,Western
2023-01-31,B,ERW_BM2U2020110053,Retails,Ratchaburi,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,5352,10,1,Yes,Western
2023-01-17,B,ERW_BM2U2020110004,Retails,Samut Sakhon,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,2556,10,1,Yes,Central
2023-01-26,B,ERW_BM2U2020110081,Retails,Ratchaburi,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,876,10,1,Yes,Western
2023-02-09,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,3672,10,1,Yes,Central
2023-01-07,B,ERW_BM2U2020110116,Retails,Samut Sakhon,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,3012,10,1,Yes,Central
2023-01-26,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,612,10,1,Yes,Central
2023-03-07,C,ERW_C08P2020090119,Reseller,Uttaradit,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,4176,10,1,Yes,Northern
2023-01-09,C,ERW_CM8N2021050004,Retails,Lampang,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,5840,10,1,Yes,Northern
2023-03-10,C,ERW_C08P2020090028,Retails,Kamphaeng Phet,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,5352,10,1,Yes,Central
2023-03-02,C,ERW_C08P2020090138,Retails,Lamphun,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,2820,10,1,Yes,Northern
2023-02-22,C,ERW_C08P2020090200,Retails,Lampang,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,3240,10,1,Yes,Northern
2023-01-28,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,96,10,1,Yes,Central
2023-03-11,C,ERW_C08P2020090135,Retails,Lampang,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,269,10,1,Yes,Northern
2023-02-21,A,ERW_AMBP2020110030,Retails,Bangkok,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,5916,10,1,Yes,Central
2023-02-17,A,ERW_AMBP2020110030,Retails,Bangkok,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,1040,10,1,Yes,Central
2023-02-20,A,ERW_AMBP2020110030,Retails,Bangkok,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,2340,10,1,Yes,Central
2023-02-14,A,ERW_AMBP2020110131,Reseller,Lop Buri,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,108,10,1,No,Central
2023-02-15,A,ERW_AUOF2022100001,Retails,Bangkok,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,3472,10,1,Yes,Central
2023-01-12,D,ERW_DBG72020110056,Retails,Phuket,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,288,10,1,Yes,Southern
2023-02-14,D,ERW_DBG72020110082,Reseller,Songkhla,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,5952,10,1,Yes,Southern
2023-02-09,A,ERW_AMBP2020110039,Retails,Bangkok,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,5148,10,1,Yes,Central
2023-02-20,A,ERW_AMBP2020110060,Retails,Bangkok,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,132,10,1,Yes,Central
2023-02-22,A,ERW_AMBP2020110159,Retails,Chon Buri,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,3888,10,1,Yes,Eastern
2023-02-25,D,ERW_DBG72020110021,Retails,Phatthalung,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,5364,10,1,Yes,Southern
2023-02-22,D,ERW_DBG72020110036,Retails,Songkhla,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,4500,10,1,Yes,Southern
2023-01-27,D,ERW_DBG72020110082,Reseller,Songkhla,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,2028,10,1,Yes,Southern
2023-02-28,D,ERW_DBG72020110037,Retails,Songkhla,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,4914,10,1,Yes,Southern
2023-07-10,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,5922,10,3,Yes,Eastern
2023-03-17,A,ERW_AMBP2020110079,Retails,Bangkok,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,6160,10,1,Yes,Central
2023-03-21,A,ERW_AMBP2020110206,Reseller,Chachoengsao,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,3042,10,1,Yes,Eastern
2023-02-21,A,ERW_ADG22021040106,Retails,Samut Prakan,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,7952,10,1,Yes,Central
2023-04-04,A,ERW_AMBP2020110156,Retails,Chon Buri,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,80,10,2,Yes,Eastern
2023-03-10,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,2988,10,1,Yes,Northeastern
2023-02-24,A,ERW_AMBP2020110605,Retails,Chaiyaphum,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,7236,10,1,Yes,Northeastern
2023-04-10,A,ERW_AMBP2020110042,Retails,Bangkok,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,3936,10,2,Yes,Central
2023-04-20,A,ERW_AMBP2020110131,Reseller,Lop Buri,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,5392,10,2,No,Central
2023-03-10,A,ERW_AMBP2020110340,Retails,Phetchaburi,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,3520,10,1,Yes,Western
2023-03-13,A,ERW_AMBP2020110060,Retails,Bangkok,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,4632,10,1,Yes,Central
2023-04-04,A,ERW_AMBP2020110427,Retails,Chon Buri,140418,MOBIL 1 TBD 5W-40 4X6L/CAR,2592,10,2,Yes,Eastern
2023-10-03,B,ERW_BM2U2020110014,Reseller,Suphan Buri,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",7420,10,4,No,Central
2023-05-24,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1700,10,2,Yes,Central
2023-05-29,B,ERW_BM2U2020110014,Reseller,Suphan Buri,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",5420,10,2,No,Central
2023-05-31,B,ERW_BM2U2020110116,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",6672,10,2,Yes,Central
2023-10-30,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",5600,10,4,No,Central
2023-10-31,B,ERW_BM2U2020110004,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",5568,10,4,No,Central
2023-05-31,B,ERW_BM2U2020110004,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",4688,10,2,No,Central
2023-12-18,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",7040,10,4,Yes,Central
2023-05-31,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1472,10,2,Yes,Central
2023-10-05,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1584,10,4,No,Central
2023-05-31,B,ERW_B0FF2023010001,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",5584,10,2,Yes,Central
2023-04-04,B,ERW_B5CM2020120002,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",5584,10,2,Yes,Central
2023-10-20,B,ERW_B8AI2023110002,Retails,Suphan Buri,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1968,10,4,No,Central
2023-05-31,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1248,10,2,Yes,Central
2023-06-15,B,ERW_BM2U2020110004,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",128,10,2,No,Central
2023-05-26,B,ERW_BM2U2020110026,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",4928,10,2,Yes,Central
2023-11-07,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1376,10,4,Yes,Central
2023-01-10,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",5680,10,1,Yes,Central
2023-09-12,B,ERW_BM2U2020110075,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",3280,10,3,Yes,Central
2023-05-30,B,ERW_BM2U2020110077,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",80,10,2,No,Central
2023-11-23,B,ERW_BM2U2020110077,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",2288,10,4,No,Central
2023-12-21,B,ERW_BM2U2020110077,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",6800,10,4,No,Central
2023-10-03,B,ERW_BM2U2020110077,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",3104,10,4,No,Central
2023-06-14,B,ERW_BM2U2020110081,Retails,Ratchaburi,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1664,10,2,No,Western
2023-12-25,B,ERW_BM2U2020110081,Retails,Ratchaburi,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1856,10,4,No,Western
2023-05-30,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",7504,10,2,Yes,Central
2023-12-02,B,ERW_BM2U2020110126,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",6560,10,4,Yes,Central
2023-04-07,B,ERW_BM2U2020110126,Retails,Samut Sakhon,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",7856,10,2,Yes,Central
2023-11-30,B,ERW_BM2U2020110133,Retails,Ratchaburi,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",4144,10,4,No,Western
2023-09-14,B,ERW_BXG52021040275,Retails,Prachuap Khiri Khan,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1952,10,3,Yes,Western
2023-02-22,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",6048,10,1,Yes,Eastern
2023-02-09,A,ERW_AMBP2020110042,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",2032,10,1,Yes,Central
2023-02-21,A,ERW_AMBP2020110079,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",11396,10,1,Yes,Central
2023-02-13,A,ERW_AMBP2020110082,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",8232,10,1,Yes,Central
2023-02-21,A,ERW_AMBP2020110030,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",160,10,1,Yes,Central
2023-02-17,A,ERW_AMBP2020110030,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",6860,10,1,Yes,Central
2023-02-20,A,ERW_AMBP2020110030,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",3440,10,1,Yes,Central
2023-02-14,A,ERW_AMBP2020110060,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",3968,10,1,No,Central
2023-02-21,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",6608,10,1,Yes,Eastern
2023-01-07,D,ERW_DBG72020110014,Retails,Pattani,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",5424,10,1,Yes,Southern
2023-03-31,D,ERW_DBG72020110038,Reseller,Phuket,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",4624,10,1,Yes,Southern
2023-02-17,D,ERW_DBG72020110038,Reseller,Phuket,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",4656,10,1,Yes,Southern
2023-01-27,D,ERW_DBG72020110038,Reseller,Phuket,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",240,10,1,Yes,Southern
2023-01-16,D,ERW_DBG72020110082,Reseller,Songkhla,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",2240,10,1,Yes,Southern
2023-01-27,D,ERW_DBG72020110082,Reseller,Songkhla,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",7872,10,1,Yes,Southern
2023-02-20,A,ERW_AMBP2020110060,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",2080,10,1,No,Central
2023-02-24,A,ERW_AMBP2020110257,Retails,Udon Thani,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",3696,10,1,Yes,Northeastern
2023-02-20,A,ERW_AMBP2020110402,Retails,Bangkok,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1984,10,1,Yes,Central
2023-02-08,D,ERW_DBG72020110036,Retails,Songkhla,140521,"MOBIL 1 0W-40 (SN), 4x4LT CTN",1648,10,1,Yes,Southern
